type	name	iata_code	coordinates
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Mukho Port Heliport		"129.115255, 37.540345"
heliport	Yeongheung Power Station Heliport		"126.441578, 37.241964"
small_airport	Jeju  ROK Naval Air Facility		"126.49913, 33.510775"
heliport	Jeju International Airport Heliport		"126.49965, 33.509467"
heliport	Jeju Island Naval Base Command Helipad		"126.482651, 33.228556"
heliport	ROK Navy 301st Defense Squadron Miaksan Radar Site Helipad		"126.55571, 33.30117"
heliport	ROK Air Force 8546th Group: 308th Squadron Heliport		"126.255317, 33.232446"
heliport	Hallasan Heliport		"126.533043, 33.370098"
heliport	Gasado Heliport		"126.060667, 34.476"
heliport	Hwapo-ri Early Warning Radar Base Heliport		"128.453591, 38.461406"
heliport	Andong General Hospital		"128.700773, 36.546699"
heliport	Daejon St. Maryâs Hospital Heliport		"127.42046, 36.322458"
heliport	Eulji University Hospital Heliport		"127.381891, 36.355396"
heliport	ROK Ministry of SMEs & Startups		"127.383943, 36.361598"
heliport	ROK Ministry of SMEs & Starups		"127.383943, 36.361598"
heliport	ROK Ministry of SMEs & Starups		"127.383943, 36.361598"
heliport	ROK Ministry of SMEs & Starups		"127.383943, 36.361598"
heliport	ROK Ministry of SMEs & Starups		"127.383943, 36.361598"
heliport	ROK Armed Forces Daejon Military Hospital Heliport		"127.348591, 36.39781"
heliport	ROK Army 53rd Logstics Support Group Heliport		"127.351137, 36.403103"
heliport	Jaun-ro Heliport		"127.345216, 36.410803"
heliport	ROK Joint Forces Military University Heliport		"127.358792, 36.415414"
heliport	Geumgang Axle Tower Complex Heliports		"127.42071, 36.451924"
heliport	Chungbuk National University Hospital Heliport		"127.460647, 36.623297"
heliport	Dankook University Cheonan Campus Heliport		"127.173899, 36.843877"
heliport	Cheonan City Health Center Heliport		"127.11463, 36.814987"
heliport	Busan Medical Center Heliport		"129.059249, 35.187373"
heliport	Geumnyeonsan Heliport		"129.096439, 35.163241"
heliport	Swimmer Hyundai IPark Apartments Heliports		"129.129771, 35.162341"
heliport	Minak Lotte Castle Giant Apartment Complex Heliports		"129.132872, 35.158096"
heliport	Park Hyatt Busan Heliport		"129.141736, 35.157083"
heliport	Haeundae I Park Marina Tower 1 Heliport		"129.142097, 35.157954"
heliport	Haeundae Doosan Weâve the Zenith Heliports		"129.145569, 35.158039"
heliport	Haeundae I Park Marina Tower 2 Heliport		"129.142104, 35.155971"
heliport	Daewoo Trump Marine World Heliports		"129.143654, 35.15528"
heliport	Hanhwa Resort Haeundae Heliport		"129.144801, 35.15504"
heliport	Doosan Weâve Poseidon Heliports		"129.14425, 35.155192"
heliport	Kaiser Village Apartments Heliports		"129.146173, 35.1551"
heliport	Hanil Ordew Heliport		"129.146379, 35.155436"
heliport	Daewoo Worldmark Centrum Apartments Heliports		"129.146387, 35.156495"
heliport	Meeting Plaza Heliport		"129.147295, 35.157899"
heliport	Hyundai Hypherion Apartments Heliports		"129.1483, 35.157846"
heliport	Hyundai Camelia Haute Heliports		"129.150325, 35.15785"
heliport	Benecity Apartment Complex Heliports		"129.150451, 35.159291"
heliport	Ocean Park Apartments Heliport		"129.15334, 35.160731"
heliport	53rd ROK Army Division Heliport		"129.194541, 35.191118"
heliport	Ocean Tower Heliport		"129.153629, 35.159123"
heliport	Haeundae Grand Hotel Heliport		"129.155416, 35.159047"
heliport	Hanyang Water Marine Council Heliport		"129.155978, 35.161157"
heliport	Seacloud Hotel Heliport		"129.161719, 35.160922"
heliport	Novotel Ambassador Hotel Heliport		"129.162864, 35.160197"
heliport	Paradise Hotel Busan Heliport		"129.165334, 35.160422"
heliport	Pale de Cz Hotel Heliports		"129.166938, 35.160288"
heliport	Ciel de Mer Hotel Heliports		"129.166764, 35.161249"
heliport	Haeundae Jugong Apartments Heliports		"129.178877, 35.160736"
heliport	Haeundae Hillstate Weâve Apartments Heliports		"129.182146, 35.164121"
heliport	Haeundae Doosan Weâve Centrum Apartments Heliport		"129.176299, 35.168167"
heliport	Citadines Apartments-Motel Heliport		"129.158212, 35.163638"
heliport	Haeundae Centrum Hotel Heliport		"129.132489, 35.168229"
heliport	Trump World Centrum Apartments Heliports		"129.133537, 35.167055"
heliport	Centrum Leaders Mark Apartments Heliport		"129.132172, 35.166626"
heliport	World Business Center (WBC) The Palace Heliports		"129.131391, 35.166292"
heliport	Haeundae Exordium Apartments Heliports		"129.137488, 35.163258"
heliport	Lotte Gallerium Centrum Heliports		"129.131045, 35.167895"
heliport	Trump World Centrum City Heliports		"129.131756, 35.17093"
heliport	Green Centrum in Hanhwa Dream Heliports		"129.132488, 35.172223"
heliport	KNN Media Center Heliports		"129.128328, 35.1726"
heliport	Ace High Tech 21 Heliport		"129.129766, 35.17339"
heliport	Centum Green Tower Apartments Heliport		"129.126668, 35.174591"
heliport	Kang Lim CSP Heliport		"129.12585, 35.173817"
heliport	Cube E Centum Realty Heliport		"129.125988, 35.175498"
heliport	Pluq Inc. Heliport		"129.125935, 35.175935"
heliport	Centum IS Heliport		"129.125116, 35.176618"
heliport	Centum Star Heliport		"129.124342, 35.177182"
heliport	Sharp Centum Star Apartments Heliports		"129.123546, 35.17734"
heliport	Centum Park Apartments (1+2)		"129.121885, 35.178509"
heliport	Lazzi Hotel Heliport		"128.999849, 35.208943"
heliport	Lotte Busan Hotel Heliport		"129.056004, 35.157495"
heliport	Lotte Busan Department Store Heliport		"129.056303, 35.156651"
heliport	Sharp Central Star Apartments Heliports		"129.061522, 35.15233"
heliport	Sejong Grandia Apartments Heliports		"129.064494, 35.152322"
heliport	Halla Vivaldi Apartments Heliports		"129.066876, 35.150933"
heliport	Semyeon Lotte Castle Sky Apartments Heliports		"129.06381, 35.162551"
heliport	Daewon Cantabile Members Apartments Heliports		"129.068139, 35.171583"
heliport	Busan Metroplitan City Hall Heliport		"129.075185, 35.180552"
heliport	Busan Metrpolitan Police Agency Heliport		"129.074504, 35.179195"
heliport	Busan Metrpolitan Police Agency Heliport		"129.074504, 35.179195"
heliport	Busan Employment Center Heliport		"129.074786, 35.178347"
heliport	Korea Financial Investment Association Busan Branch Heliport		"129.075812, 35.178108"
heliport	Lotte Gallerium Heliport		"129.073052, 35.176248"
heliport	Excellent Yeonje Apartment Complex Heliport		"129.076811, 35.181782"
heliport	Kookje Daily News (Kookje Shinmum) Headquarters Heliport		"129.079238, 35.196361"
heliport	Xinhua Tower Apartments Heliport		"129.07956, 35.214563"
heliport	Busan Astar Apartments Heliport		"129.082427, 35.217413"
heliport	Hotel Oz Heliports		"129.082886, 35.217893"
heliport	Hanil Ordew Heliport		"129.146379, 35.155436"
heliport	Cooperative Skyline 80 Apartments Heliport		"129.083287, 35.218346"
heliport	SK Hub Olive Apartments Heliport		"129.084137, 35.219112"
heliport	Le Meilleur Dongra Town Apartments Heliport		"129.083378, 35.221217"
heliport	SK Hub Sky Apartments Heliports		"129.084983, 35.221557"
heliport	Woridul Spine Hospital		"129.085407, 35.222249"
heliport	Bugok-dong Prugio Apartments Heliports		"129.090042, 35.230142"
heliport	Songjeong-ri Heliport		"129.136962, 35.298031"
heliport	Sirang-ri Helipad		"129.222782, 35.194775"
heliport	Nakammin Hanil U & I Apartment Complex Heliports		"129.092389, 35.19587"
heliport	Bando Bora Skyview Apartments Heliports		"129.069022, 35.204784"
heliport	Yeonji Samick Apartments Heliports		"129.049943, 35.168568"
heliport	Sajik Sports Complex Auxiliary Stadium Heliport		"129.054833, 35.188589"
heliport	Woodmark Condominiums Heliports		"129.065388, 35.191759"
heliport	Lotte Castle Apartments Heliports		"129.068893, 35.191912"
heliport	Busan Myeongnyun IPark Heliports		"129.08971, 35.216309"
heliport	Geumjeong Fire Station Heliport		"129.092671, 35.244136"
heliport	Busan Pier 8 Heliport		"129.070218, 35.118159"
heliport	Dongwon Royal Duke Vista Apartments Heliports		"129.044671, 35.121699"
heliport	Hanjin SM Co. Ltd Heliport		"129.039016, 35.109744"
heliport	Busan Hotel Heliport		"129.034628, 35.100358"
heliport	Joong Ang Computer Mall Heliport		"129.03709, 35.100063"
heliport	Monte Bong-rae Heliport		"129.053962, 35.086256"
heliport	Dongsam 1(il)-dong Heliport		"129.066769, 35.063861"
heliport	53rd ROK Army Division 125th Regiment Heliport		"129.079061, 35.063286"
heliport	Korea Maritime & Ocean University Heliport		"129.086815, 35.07411"
heliport	Busan Coast Guard Base Heliport		"129.078442, 35.081868"
heliport	Buam 3(sam)-dong East Heliport		"129.024922, 35.182463"
heliport	Buam 3(sam)-dong West Heliport		"129.019725, 35.180032"
heliport	Sanghaksan Heliport		"129.050516, 35.229931"
heliport	Yangsan Service Area Helipad		"129.055358, 35.323956"
heliport	Tae-king Heliport		"129.005131, 35.07829"
heliport	Goejeong 1(il)-dong Heliport		"128.986489, 35.092053"
heliport	Busan Dadae Jugong 2 Apartment Complex Heliports		"128.982418, 35.065044"
heliport	Jangnim 1(il)-dong Heliport		"128.967283, 35.065938"
heliport	Dangni-dong West Heliport		"128.985927, 35.122151"
heliport	Dangni-dong East Heliport		"128.993705, 35.123486"
heliport	Eomgwangsan Heliport		"129.016819, 35.135157"
heliport	Doosan Weâve Cummins New Town Apartments Heliports		"129.055018, 35.131957"
heliport	Doosan Weâve Poseidon 2 Apartments Heliports		"129.064218, 35.136607"
heliport	Jinheung Majestry War Apartments Heliports		"129.065798, 35.13793"
heliport	Dong-il Building Heliport		"129.06337, 35.139007"
heliport	Korea Telecommunications (KT) Heliport		"129.06271, 35.137972"
heliport	Samil Heliport		"129.067005, 35.136837"
heliport	Sejong Grandia Apartments Heliports		"129.069185, 35.136614"
heliport	Samsan Lovech Apartments Heliport		"129.069716, 35.136721"
heliport	Samsung Convention Hill Apartments Heliports		"129.068386, 35.13916"
heliport	Bumil Station Irum Apartments Heliport		"129.061007, 35.144523"
heliport	Vervill 2 Apartments Heliports		"129.058515, 35.145293"
heliport	Brahmin LH Apartments Heliports		"129.055538, 35.14787"
heliport	Busan International Finance Center (BIFC) Heliport		"129.066173, 35.148385"
heliport	Seung In Nobil Apartments Heliport		"129.060916, 35.14869"
heliport	Busan Transportation Corporation Heliport		"129.059948, 35.150091"
heliport	Samsung Finance Plaza Heliport		"129.05902, 35.150154"
heliport	Dynamic Guesthouse Heliports		"129.057888, 35.149993"
heliport	Vertavill Apartments Heliport		"129.055645, 35.154265"
heliport	Zen Backpackers Hotel Heliport		"129.053873, 35.154438"
heliport	Hansol Polaris Hotel Heliport		"129.05408, 35.157448"
heliport	You One Golden Tower Heliport		"129.05571, 35.159706"
heliport	Semyeon Dongmun Goodmorning Hill Apartment Complex Heliports		"129.053341, 35.162093"
heliport	Semyeon Sweet Dot Home Park Apartment Complex Heliports		"129.051453, 35.161742"
heliport	Busanjin-gu Office Heliport		"129.053268, 35.163143"
heliport	Semyeon Sweet Dot Home Sky Apartment Complex Heliports		"129.050876, 35.163569"
heliport	Santeview Apartments Heliport		"129.024549, 35.15401"
heliport	Gaya Dongwon Royal Duke Apartment Complex Heliport		"129.030394, 35.154374"
heliport	Seomyeon e-Pyeonhansesang Apartment Complex Heliports		"129.049305, 35.156556"
heliport	Ministry of Food & Drug Safety Busan Office Heliport		"129.061316, 35.142051"
heliport	Good Samsun Hospital Heliport		"129.008329, 35.150715"
heliport	Danggam-dong Heliport		"129.016248, 35.165085"
heliport	Crown Harbor Hotel Heliport		"129.036954, 35.107823"
heliport	Southern Central Care Hospital Heliport		"129.024559, 35.092809"
heliport	Songdo Topsville Apartments Heliport		"129.01866, 35.078205"
heliport	Amnangongwon-ro Heliport		"129.017353, 35.065533"
heliport	Tusong Bando Heliport		"128.996375, 35.046076"
heliport	Dadae-dong Heliport		"128.988704, 35.061131"
heliport	Mol-Udae Heliport		"128.969217, 35.039737"
heliport	Dayeong-dong Prjio Apartments Heliports		"129.102123, 35.139123"
heliport	21 Century City Building Heliport		"129.100522, 35.137403"
heliport	Axel Towers Apartments Heliports		"129.106092, 35.139934"
heliport	Hwangnyeong Mountain View Heliport		"129.082588, 35.157969"
heliport	Axel Towers Apartments Heliports		"129.106092, 35.139934"
heliport	GS Heights Xi Apartments Heliports		"129.110859, 35.13306"
heliport	Yongho-dong Heliport		"129.121018, 35.125092"
heliport	Hanjin Family Town Apartments Heliport		"129.107679, 35.112994"
heliport	Igidae Coastal Walk Heliport		"129.121818, 35.117206"
heliport	Oryukdo SK Apartments Heliports		"129.117819, 35.10239"
heliport	Busan National University Hospital Heliports		"129.017926, 35.10094"
heliport	Youngdong Beach Tower Apartments Heliports		"128.971931, 35.056227"
heliport	Kyungpook National University Hospital Heliport		"128.603744, 35.866256"
heliport	Centro Palace Apartments Heliports		"128.600912, 35.86162"
heliport	SK Hub Sky Apartments Heliport		"128.592097, 35.861957"
heliport	Samjeong Green Core Apartments Heliports		"128.591637, 35.863078"
heliport	Samsung Life Building Heliport		"128.592325, 35.865989"
heliport	Alianz Tower Building Heliport		"128.588241, 35.865613"
heliport	Shinseong Miso City Apartments Heliports		"128.588228, 35.866767"
heliport	Suseong Kolon Hanulche Apartments Heliports		"128.617625, 35.855368"
heliport	LIG Daegu Heliport		"128.62445, 35.859619"
heliport	Mercury Brownstone Apartments Heliport		"128.626599, 35.859929"
heliport	Park Regency Hotel Heliport		"128.625107, 35.860222"
heliport	MBC Cinema New Building Heliport		"128.628378, 35.86604"
heliport	Hyundai Hypherion Apartments Heliport		"128.62496, 35.867459"
heliport	Hwaeseong Forest Park Dream Apartments Heliports		"128.627235, 35.863691"
heliport	Yeungnam University Hospital Heliport		"128.584741, 35.847334"
heliport	Icheon-dong Heliport		"128.662609, 35.856366"
heliport	Dalsung VORTAC (TGU) Helipad		"128.589964, 35.809106"
heliport	Geumobong Heliport		"129.224831, 35.789764"
heliport	Eomul-dong HAWK SAM Site Heliport		"129.411426, 35.561428"
heliport	Hwabong-dong Radio Station Heliport		"129.399772, 35.59224"
heliport	Gunam-gun Army Base Heliport		"129.427684, 35.588324"
heliport	Hyundai Heavy Industries Second Plant Heliport		"129.40441, 35.481273"
heliport	Hyundai Mipo Dockyard Onsan Heliport		"129.359997, 35.431153"
heliport	Busan Jangan West Rest Area Helipad		"129.246322, 35.37815"
heliport	Busan Jangan East Rest Area Helipad		"129.248566, 35.382347"
heliport	Yeongcheong Korea Army Academy Heliport		"128.99042, 35.990489"
heliport	Cheongbongsan Heliport		"129.28661, 37.228686"
heliport	Gyogoki Heliport		"129.179476, 37.358844"
heliport	Anhyeon-dong HAWK SAM Site Heliport		"128.868382, 37.796566"
heliport	ROK Army 102nd Armor Brigade Ammunition Depot Heliport		"128.594233, 38.130189"
heliport	Gwanmobang Heliport		"128.532144, 38.111422"
heliport	Sanbok-ri Heliport		"128.53414, 38.148727"
heliport	Guseong-gil Heliport		"128.491474, 38.324476"
heliport	Banam-ri ROK Army Base Heliport		"128.46516, 38.413741"
heliport	Goseong Heliport		"128.375963, 38.586093"
heliport	Masanbong Helipad		"128.399595, 38.267919"
heliport	I-ri Helipad		"127.960785, 38.078158"
heliport	Cheonmi-ri South Heliport		"127.871211, 38.247439"
heliport	Cheonmi-ri South Heliport		"127.871211, 38.247439"
heliport	Cheonmi-ri South Heliport		"127.871211, 38.247439"
heliport	Cheonmi-ri South Heliport		"127.871211, 38.247439"
heliport	Cheonmi-ri South Heliport		"127.871211, 38.247439"
heliport	Cheonmi-ri South Heliport		"127.871211, 38.247439"
